names,timestamp,robbery,rashdriving,violence,kidnapping,murder,latitude,longitude
Radiant Lake View bangalore,01-03-2020 15:35,0,1,0,0,0,12.9478872,77.6635981
Citrus Zen Garden bangalore,04-03-2020 14:30,0,1,0,0,0,12.9478872,77.6635981
GM Global Techies Town Tower 03 C bangalore,28-02-2020 01:30,1,0,0,0,0,12.9478872,77.6635981
Disha Central Park bangalore,05-03-2020 12:10,1,0,0,0,0,12.9478872,77.66407
Sansidh Galaxy bangalore,05-03-2020 21:40,0,1,0,0,0,12.9478872,77.66407
Aban Desire bangalore,28-02-2020 01:30,1,0,0,0,0,12.9478872,77.66407
Sanvi Sankalpam bangalore,03-03-2020 14:00,0,0,1,0,0,12.9478872,77.66407
Supertech Micasa bangalore,06-03-2020 13:45,0,1,0,0,0,12.9478872,77.66407
Unishire Spacio bangalore,01-03-2020 12:00,1,0,0,0,0,12.9478889,77.66407
Dharma Elite bangalore,28-02-2020 10:15,0,1,0,0,0,12.9478889,77.66407
Lotus Petals bangalore,07-03-2020 03:50,0,0,1,0,0,12.9478889,77.6643917
DLF Woodland Heights bangalore,07-03-2020 20:20,0,1,0,0,0,12.9478889,77.6643917
Puravankara Elita Promenade bangalore,28-02-2020 19:25,0,0,1,0,0,12.9478889,77.6643917
Cattleya Sriven Nest bangalore,01-03-2020 12:00,1,0,0,0,0,12.9478889,77.6643917
Sumukha Emerald bangalore,03-03-2020 04:10,0,0,1,0,0,12.9478889,77.6644468
DivyaSree Republic Of Whitefield bangalore,28-02-2020 13:00,0,0,1,0,0,12.9479238,77.6644468
Arsis Green Hills bangalore,04-03-2020 21:00,0,1,0,0,0,12.9479238,77.6644468
Asset Arcadia bangalore,06-03-2020 20:45,0,0,0,1,0,12.9479238,77.6644468
Plama Heights bangalore,01-03-2020 12:00,1,0,0,0,0,12.9479238,77.6645319
Assetz Here & Now bangalore,04-03-2020 18:30,0,0,1,0,0,12.947932,77.6645319
Zonasha Paradiso bangalore,03-03-2020 17:40,0,1,0,0,0,12.947932,77.6645319
Brigade Meadows Plumeria bangalore,04-03-2020 18:30,0,0,1,0,0,12.947932,77.6645319
Asset Aura bangalore,07-03-2020 22:55,0,1,0,0,0,12.947932,77.6649043
Roma Epicurean bangalore,03-03-2020 14:10,0,0,0,1,0,12.9481617,77.6649043
Mantri Flora bangalore,28-02-2020 22:30,0,0,1,0,0,12.9481617,77.6649043
Brigade Panorama bangalore,28-02-2020 14:10,0,0,1,0,0,12.9481617,77.6649043
Sri Nandana Royal bangalore,07-03-2020 12:10,0,1,0,0,0,12.9481617,77.6649757
Celebrity Natures Habitat bangalore,28-02-2020 14:10,0,0,1,0,0,12.9482601,77.6649757
Vertex Venezia bangalore,07-03-2020 18:05,1,0,0,0,0,12.9482601,77.6649757
Phoenix One Bangalore West bangalore,06-03-2020 11:40,0,0,1,0,0,12.9482601,77.6649757
Pyramid Bilberry bangalore,28-02-2020 13:00,0,0,1,0,0,12.9482601,77.6650713
KNS Ojas bangalore,03-03-2020 20:05,1,0,0,0,0,12.9482601,77.6650713
Pioneer KRS Park Royal bangalore,28-02-2020 18:00,0,1,0,0,0,12.9482601,77.6650713
Pashmina Waterfront bangalore,28-02-2020 16:00,0,0,1,0,0,12.9482601,77.6650713
Akme Encore bangalore,28-02-2020 15:40,0,0,1,0,0,12.9485069,77.665454
Brigade Golden Triangle bangalore,07-03-2020 00:35,0,0,1,0,0,12.9485069,77.665454
Embassy Pristine bangalore,07-03-2020 18:05,1,0,0,0,0,12.9485069,77.665454
Nishant Prime bangalore,28-02-2020 03:30,0,0,1,0,0,12.9486621,77.665454
Aswani Sunshine bangalore,07-03-2020 19:55,0,0,0,1,0,12.9486621,77.665878
Candeur Landmark bangalore,03-03-2020 21:20,0,0,1,0,0,12.9486621,77.665878
Salarpuria Sattva East Crest bangalore,01-03-2020 19:50,0,0,0,1,0,12.9486621,77.665878
Vaishnavi Nakshatra bangalore,07-03-2020 21:20,0,0,1,0,0,12.9488884,77.665878
Brigade Millennium bangalore,03-03-2020 14:00,0,0,1,0,0,12.9488884,77.6659443
Atco Sapphire bangalore,28-02-2020 15:50,0,0,0,1,0,12.9488884,77.6659443
Durga Petals bangalore,05-03-2020 13:15,0,0,1,0,0,12.9492007,77.6659443
Vaswani Exquisite bangalore,06-03-2020 17:30,0,1,0,0,0,12.9492007,77.6659443
Dharanis Prakruthi Park bangalore,05-03-2020 00:45,0,0,1,0,0,12.9492007,77.6659963
Citrus Zen Garden bangalore,01-03-2020 12:20,0,1,0,0,0,12.9492007,77.6659963
Cattleya Sriven Nest bangalore,28-02-2020 19:00,0,0,1,0,0,12.9492971,77.6659963
Keerthi Krishna Viva bangalore,28-02-2020 10:15,0,1,0,0,0,12.9492971,77.6659963
AR Splendor Park bangalore,28-02-2020 14:15,0,0,1,0,0,12.9492971,77.6660848
Shanders Dwellington bangalore,28-02-2020 19:20,0,0,1,0,0,12.9500313,77.6660848
MBR Suave bangalore,07-03-2020 13:00,0,0,1,0,0,12.9500313,77.6660848
DNR Casablanca bangalore,05-03-2020 20:00,0,1,0,0,0,12.9500313,77.6660848
Brigade Woods bangalore,28-02-2020 03:00,0,0,1,0,0,12.9500313,77.6661048
MJR Clique Hercules bangalore,04-03-2020 14:30,0,1,0,0,0,12.9525107,77.6661048
Mahaveer Carnation bangalore,04-03-2020 17:00,0,0,0,0,1,12.9525107,77.6661048
Bluejay Nine Forum bangalore,7/3/2020 16.42 ,0,0,1,0,0,12.9525107,77.6663724
Prestige Ozone bangalore,28-02-2020 23:50,0,0,1,0,0,12.9541525,77.6663724
Hiranandani Glen Classic bangalore,06-03-2020 11:30,0,1,0,0,0,12.9541525,77.6663724
Rsun Sushmitham bangalore,05-03-2020 19:45,1,0,0,0,0,12.9541525,77.6664154
Navami Funique bangalore,01-03-2020 22:30,1,0,0,0,0,12.9541525,77.6664154
New India Tanzanite bangalore,28-02-2020 00:00,1,0,0,0,0,12.9566809,77.6664154
Unicon North Brooks 46 bangalore,03-03-2020 20:40,0,1,0,0,0,12.9566809,77.6664154
Prestige Royal Garden 1 bangalore,05-03-2020 12:10,1,0,0,0,0,12.9566809,77.6668541
Legacy Salvador bangalore,03-03-2020 23:40,0,0,0,1,0,12.9567983,77.6668541
TG Lakevista bangalore,06-03-2020 10:10,0,0,1,0,0,12.9567983,77.6668541
VMAKS Heights bangalore,03-03-2020 20:10,1,0,0,0,0,12.9567983,77.6670031
Millennia Montagna bangalore,03-03-2020 23:10,0,1,0,0,0,12.9567983,77.6670031
Brindavan Palms bangalore,07-03-2020 23:45,0,1,0,0,0,12.9568204,77.6670031
Keerthi Krishna Viva bangalore,07-03-2020 13:35,0,0,0,1,0,12.9568204,77.6671062
Shri Sai Mounika Park Vesta bangalore,03-03-2020 11:20,0,1,0,0,0,12.9568204,77.6671062
Salarpuria Sattva Magnificia bangalore,07-03-2020 12:50,1,0,0,0,0,12.9568204,77.6671062
Prestige West Woods bangalore,28-02-2020 19:25,0,0,1,0,0,12.9574201,77.6671062
Mahaveer Tranquil bangalore,06-03-2020 18:40,0,1,0,0,0,12.9574201,77.6672102
Sekhar Olympus bangalore,01-03-2020 00:55,0,1,0,0,0,12.9574201,77.6672102
Gempark Address bangalore,01-03-2020 00:55,0,1,0,0,0,12.9574201,77.6672102
Sunland Serene Hills bangalore,04-03-2020 22:00,0,0,1,0,0,12.957703,77.6672418
Century Linea bangalore,01-03-2020 22:20,0,0,1,0,0,12.957703,77.6672418
Akme Harmony bangalore,03-03-2020 03:15,0,1,0,0,0,12.957703,77.6672418
Mahidhara Fortune City bangalore,04-03-2020 08:00,0,1,0,0,0,12.957703,77.6672418
Brigade Caladium bangalore,28-02-2020 15:30,0,0,1,0,0,12.958045,77.6674155
Mahidhara Fortune City bangalore,04-03-2020 21:00,0,1,0,0,0,12.958045,77.6674155
Poorvi Shreenivasa Grand bangalore,06-03-2020 17:30,0,1,0,0,0,12.958045,77.6674155
Citrus Polaris  bangalore,28-02-2020 18:00,0,1,0,0,0,12.958045,77.6674155
Lone Star Crexcel Tuscany bangalore,05-03-2020 22:00,0,0,0,0,1,12.9582656,77.6675021
Chowriappa Constellation bangalore,28-02-2020 13:30,0,0,0,1,0,12.9582656,77.6675021
Assetz Leaves & Lives bangalore,07-03-2020 18:05,1,0,0,0,0,12.9582656,77.6675021
DSMAX STARRY bangalore,28-02-2020 08:00,0,0,0,1,0,12.9582656,77.6677287
Upkar Habitat bangalore,07-03-2020 17:00,0,0,1,0,0,12.9582656,77.6677287
Prestige Kenilworth bangalore,07-03-2020 00:35,0,0,1,0,0,12.9582656,77.6677287
Sashank Aavaas bangalore,05-03-2020 14:00,0,1,0,0,0,12.9582656,77.6677287
Bren Northern Lights bangalore,05-03-2020 22:20,0,1,0,0,0,12.9590509,77.6678125
Orchid Greens bangalore,05-03-2020 00:45,0,0,1,0,0,12.9590509,77.6678125
Gajanana Sumuk bangalore,05-03-2020 19:05,1,0,0,0,0,12.9590509,77.6678125
Asset Aura bangalore,07-03-2020 00:35,0,0,1,0,0,12.9590509,77.6678125
DNR Reflection bangalore,03-03-2020 23:10,0,1,0,0,0,12.960095,77.6680634
Asset Arcadia bangalore,07-03-2020 21:05,0,0,1,0,0,12.960095,77.6680634
Suncrest Pebbles bangalore,01-03-2020 11:45,0,0,1,0,0,12.960095,77.6680634
VMAKS Heights bangalore,04-03-2020 23:05,0,0,1,0,0,12.960095,77.6680634
Jain Heights East Parade bangalore,07-03-2020 21:05,0,0,1,0,0,12.9602478,77.6680634
SLV Diamond bangalore,07-03-2020 00:35,0,0,1,0,0,12.9602478,77.6680634
Jain Heights Grand West bangalore,28-02-2020 19:45,0,0,1,0,0,12.9602478,77.6680634
Dharanis Prakruthi Park bangalore,01-03-2020 14:30,1,0,0,0,0,12.9602478,77.668072
Ozone WF48 bangalore,03-03-2020 16:00,1,0,0,0,0,12.9604699,77.668072
Total Environment Learning To Fly bangalore,05-03-2020 19:10,0,1,0,0,0,12.9604699,77.668072
Vaswani Menlo Park bangalore,05-03-2020 12:10,1,0,0,0,0,12.9604699,77.668072
VBHC Vaibhava bangalore,04-03-2020 08:30,0,0,1,0,0,12.9604699,77.668072
LGCL Pueblo bangalore,01-03-2020 15:25,0,1,0,0,0,12.960705,77.668072
Chariot Windsor Castel bangalore,06-03-2020 14:30,0,1,0,0,0,12.960705,77.6681103
Prabhavathi Divine bangalore,06-03-2020 15:20,0,1,0,0,0,12.960705,77.6681103
Embassy Edge bangalore,03-03-2020 15:30,1,0,0,0,0,12.960705,77.6681103
Orbis BVS Avenues bangalore,04-03-2020 19:05,0,1,0,0,0,12.9607204,77.6681103
Gopalan Atlantis bangalore,01-03-2020 19:50,0,0,0,1,0,12.9607204,77.668165
Saroj Harmony bangalore,28-02-2020 14:10,0,0,1,0,0,12.9607204,77.668165
GR Elysium 3 bangalore,03-03-2020 20:05,0,0,1,0,0,12.9607204,77.668165
ASN Galaxy bangalore,28-02-2020 23:00,0,0,1,0,0,12.9608801,77.668165
Mana Candela bangalore,05-03-2020 00:45,0,0,1,0,0,12.9608801,77.6682758
Provident The Tree bangalore,28-02-2020 23:00,0,0,1,0,0,12.9608801,77.6682758
Frontier Heights bangalore,07-03-2020 21:20,0,0,1,0,0,12.9608801,77.6682758
Karle Zenith Residences bangalore,28-02-2020 22:10,0,1,0,0,0,12.9616048,77.6682758
NCN Crystal bangalore,01-03-2020 17:20,0,1,0,0,0,12.9616048,77.6682758
Northern Destiny bangalore,06-03-2020 21:15,0,0,1,0,0,12.9616048,77.6682758
Salarpuria Sattva Opus bangalore,03-03-2020 04:10,0,0,1,0,0,12.9616048,77.6682758
VBC Oracle Heaven bangalore,05-03-2020 23:10,0,1,0,0,0,12.9617125,77.6683509
Prestige Song Of The South bangalore,04-03-2020 23:05,0,0,1,0,0,12.9617125,77.6683509
Supertech Micasa bangalore,07-03-2020 13:35,0,0,0,1,0,12.9617125,77.6683509
SLV Central park bangalore,05-03-2020 21:40,0,1,0,0,0,12.9617125,77.6683509
Fire Luxur The Empyrean Phase II bangalore,01-03-2020 14:30,1,0,0,0,0,12.9621546,77.668466
Icon Laurels bangalore,06-03-2020 11:40,0,0,1,0,0,12.9621546,77.668466
Godrej Eternity Life Plus bangalore,06-03-2020 15:30,0,0,1,0,0,12.9621546,77.668645
Suvastu Oak Leaf bangalore,28-02-2020 16:00,0,0,1,0,0,12.963659,77.668645
Prestige Song Of The South bangalore,04-03-2020 22:00,0,0,1,0,0,12.963659,77.668645
Reliaable Lifestyle bangalore,05-03-2020 19:10,1,0,0,0,0,12.963659,77.668665
Mahaveer Carnation bangalore,28-02-2020 18:00,0,1,0,0,0,12.963659,77.668665
Ambika Anjanadri Layout bangalore,06-03-2020 15:30,0,0,1,0,0,12.963803,77.668665
Kolte Patil Mirabilis bangalore,04-03-2020 14:30,0,1,0,0,0,12.963803,77.668665
Viho Hill View bangalore,07-03-2020 10:35,0,1,0,0,0,12.963803,77.6688901
Oceanus Tranquil bangalore,07-03-2020 20:20,0,1,0,0,0,12.963803,77.6688901
Brigade Lakefront Blue bangalore,06-03-2020 10:10,0,0,1,0,0,12.963803,77.6688901
Gopalan Atlantis bangalore,07-03-2020 10:35,0,1,0,0,0,12.963803,77.6688901
Aryan Fountain Square bangalore,01-03-2020 16:20,0,1,0,0,0,12.963803,77.6688901
Valmark Orchard Square bangalore,28-02-2020 17:00,0,1,0,0,0,12.9640102,77.6688901
Salarpuria Sattva Aspire bangalore,06-03-2020 11:30,0,1,0,0,0,12.9640102,77.6688901
Splendid Elite bangalore,28-02-2020 19:00,0,0,1,0,0,12.9640102,77.6688901
Richmond Lake View bangalore,7/3/2020 17.28,0,0,1,0,0,12.9640102,77.6689762
The Presidential Tower bangalore,28-02-2020 15:00,0,0,1,0,0,12.9643023,77.6689762
Motzkin Park Terrace bangalore,05-03-2020 23:10,0,1,0,0,0,12.9643023,77.6689762
Janaadhar Shubha Phase II bangalore,28-02-2020 03:30,0,0,1,0,0,12.9643023,77.6689762
Radiant Lake View bangalore,01-03-2020 12:05,1,0,0,0,0,12.9643023,77.6695175
Purva Sunflower bangalore,06-03-2020 18:40,0,1,0,0,0,12.9647206,77.6695175
Gempark Address bangalore,05-03-2020 13:15,0,0,1,0,0,12.9647206,77.6695175
Emmanuel Heights bangalore,07-03-2020 13:35,0,0,0,1,0,12.9647206,77.6695175
Legacy Cataleya bangalore,01-03-2020 11:45,0,0,1,0,0,12.9647206,77.6695175
LGCL New Life Villas bangalore,04-03-2020 20:00,0,0,1,0,0,12.9649561,77.6695175
Niranjan Tridha bangalore,03-03-2020 23:10,0,1,0,0,0,12.9649561,77.6695175
Bluejay Nine Forum bangalore,28-02-2020 10:30,0,1,0,0,0,12.9649561,77.6695175
Brigade Omega bangalore,28-02-2020 19:50,0,0,1,0,0,12.9649561,77.6697608
NBR Trifecta bangalore,05-03-2020 21:00,0,0,1,0,0,12.9650697,77.6697608
DivyaSree Republic Of Whitefield bangalore,07-03-2020 03:50,0,0,1,0,0,12.9650697,77.6697608
Unishire Spacio bangalore,01-03-2020 11:45,0,0,1,0,0,12.9650697,77.6697608
Prestige Park Square bangalore,28-02-2020 14:10,0,0,1,0,0,12.9650697,77.669921
The Advantage Raheja Pebble Bay bangalore,7/3/2020 16.42 ,0,0,1,0,0,12.9658617,77.669921
L&T South City bangalore,03-03-2020 20:10,1,0,0,0,0,12.9658617,77.669921
Ajantha Prime bangalore,28-02-2020 17:00,0,0,0,1,0,12.9658617,77.669921
Anand Somu Pristine bangalore,28-02-2020 10:15,0,1,0,0,0,12.9662768,77.6699666
Purva Skydale bangalore,28-02-2020 00:00,1,0,0,0,0,12.9662768,77.6699666
North Gardens bangalore,07-03-2020 03:50,0,0,1,0,0,12.9662768,77.6699666
A Peace Paramount bangalore,05-03-2020 13:15,0,0,1,0,0,12.9662768,77.6699666
Sobha Sunscape bangalore,01-03-2020 18:25,0,0,1,0,0,12.9665264,77.669984
Adarsh Palm Retreat Mayberry bangalore,07-03-2020 14:50,0,1,0,0,0,12.9665264,77.669984
Prisha Orchids bangalore,05-03-2020 18:45,1,0,0,0,0,12.9665264,77.669984
Sanjana Supreme bangalore,06-03-2020 21:15,0,0,1,0,0,12.9665264,77.669984
Subha 9 Sky Vue bangalore,03-03-2020 00:15,0,0,1,0,0,12.9665946,77.6701237
Jeevanadi Sampoorna bangalore,01-03-2020 14:30,1,0,0,0,0,12.9665946,77.6701237
Oceanus Classic bangalore,05-03-2020 10:00,0,1,0,0,0,12.9665946,77.6701237
Total Environment Windmills Of Your Mind bangalore,28-02-2020 11:00,0,0,1,0,0,12.9665946,77.6701237
Krishna Arya Elegant bangalore,03-03-2020 13:40,0,1,0,0,0,12.9666845,77.6704345
Vriksha by Provident bangalore,05-03-2020 22:00,0,0,0,0,1,12.9666845,77.6704345
Hiranandani Queensgate bangalore,7/3/2020 17.28,0,0,1,0,0,12.9666845,77.6704345
Provident Rays Of Dawn bangalore,07-03-2020 10:35,0,1,0,0,0,12.9666845,77.6704345
Brigade Exotica - Burgundy Tower bangalore,05-03-2020 00:45,0,0,1,0,0,12.9671,77.6706402
Concorde Amber bangalore,7/3/2020 16.42 ,0,0,1,0,0,12.9671,77.6706402
Prestige Deja Vu bangalore,06-03-2020 17:30,0,1,0,0,0,12.9671,77.6706402
IDEB Springfields bangalore,07-03-2020 22:55,0,1,0,0,0,12.9671,77.6706402
Adarsh Tranqville bangalore,01-03-2020 15:35,0,1,0,0,0,12.9671661,77.6706402
Sidvin Grace Apartment bangalore,28-02-2020 19:20,0,0,1,0,0,12.9671661,77.6706402
Sansidh Galaxy bangalore,05-03-2020 23:00,0,0,1,0,0,12.9671661,77.6706402
Embassy Springs bangalore,07-03-2020 18:00,0,0,1,0,0,12.9676128,77.6708668
Puravankara Elita Promenade bangalore,03-03-2020 20:05,0,0,1,0,0,12.9676128,77.6708668
Aban Desire bangalore,01-03-2020 22:30,1,0,0,0,0,12.9676128,77.6708668
Ajmera Lugaano bangalore,28-02-2020 14:25,0,0,1,0,0,12.9676128,77.6708668
Peram's Eco City bangalore,03-03-2020 17:50,0,1,0,0,0,12.9679039,77.6708954
Orchid Piccadilly bangalore,01-03-2020 22:20,0,0,1,0,0,12.9679039,77.6708954
Oceanus Tranquil bangalore,28-02-2020 08:40,0,1,0,0,0,12.9679039,77.6708954
Dhammanagi Kings Ville bangalore,03-03-2020 20:10,1,0,0,0,0,12.9679039,77.6708954
Ambiience Aamby City bangalore,28-02-2020 19:00,0,0,1,0,0,12.9685201,77.6711293
Ajmera Nucleus bangalore,01-03-2020 18:25,0,0,1,0,0,12.9685201,77.6711293
Upkar Habitat bangalore,06-03-2020 17:30,0,1,0,0,0,12.9685201,77.6711293
URI Shirdi Sri Sai Nagar bangalore,05-03-2020 23:10,0,1,0,0,0,12.9691977,77.6711293
Sai Purvi Symphony bangalore,03-03-2020 14:10,0,0,0,1,0,12.9691977,77.6711502
Assetz East Point bangalore,01-03-2020 15:30,0,0,0,1,0,12.9691977,77.6711502
Bren Palms bangalore,05-03-2020 15:40,0,1,0,0,0,12.9691977,77.6711502
Pride Sunrise bangalore,28-02-2020 19:00,0,0,1,0,0,12.9694606,77.6712713
Godrej Gold County bangalore,06-03-2020 15:30,0,0,1,0,0,12.9694606,77.6712713
Sri Amethyst bangalore,05-03-2020 19:10,1,0,0,0,0,12.9694606,77.6712713
Disha Courtyard bangalore,04-03-2020 19:05,0,1,0,0,0,12.9694606,77.6712713
Sri Bhagwan Elite bangalore,28-02-2020 19:00,0,0,1,0,0,12.9697226,77.6714398
Shoban Silver Domicile bangalore,01-03-2020 16:05,0,0,0,1,0,12.9697226,77.6714398
Prestige Royal Garden 3 bangalore,03-03-2020 20:05,1,0,0,0,0,12.9697226,77.6714398
Sobha City Santorini bangalore,28-02-2020 19:50,0,0,1,0,0,12.9697226,77.671808
Advaitha Aksha bangalore,01-03-2020 15:15,0,0,1,0,0,12.9706326,77.671808
Keya Homes The Green Terraces bangalore,06-03-2020 20:30,0,0,1,0,0,12.9706326,77.671808
Keystone Sarovar bangalore,28-02-2020 20:30,0,0,1,0,0,12.9706326,77.671808
TG Lakevista bangalore,28-02-2020 18:00,0,1,0,0,0,12.9706326,77.672014
Brigade Gardenia bangalore,28-02-2020 14:15,0,0,1,0,0,12.9713671,77.672014
Sumukha Emerald bangalore,01-03-2020 22:35,0,1,0,0,0,12.9713671,77.672014
Bluejay Malgudi bangalore,06-03-2020 15:30,0,0,1,0,0,12.9713671,77.6722151
Purva Palm Beach bangalore,05-03-2020 14:00,0,1,0,0,0,12.9713671,77.6722151
Ezzy Corinth bangalore,03-03-2020 20:40,0,1,0,0,0,12.9714651,77.6722151
Brigade Atmosphere bangalore,05-03-2020 22:00,0,0,0,0,1,12.9714651,77.6722151
Aahika Apartments bangalore,01-03-2020 15:30,0,0,0,1,0,12.9714651,77.6726014
Dhruv Paradise bangalore,07-03-2020 12:50,1,0,0,0,0,12.9714651,77.6726014
Oceanus Classic bangalore,28-02-2020 14:25,0,0,1,0,0,12.9715638,77.6726014
Amigo Estella bangalore,05-03-2020 12:10,1,0,0,0,0,12.9715638,77.6726014
Adarsh Pinecourt bangalore,28-02-2020 01:30,1,0,0,0,0,12.9715638,77.6726237
Aparna Elina bangalore,07-03-2020 19:05,0,1,0,0,0,12.9715638,77.6726237
Platina Exotica bangalore,05-03-2020 19:45,1,0,0,0,0,12.9715987,77.6726237
Sumadhura Nandanam bangalore,06-03-2020 18:40,0,1,0,0,0,12.9715987,77.6726237
Sanjana Supreme bangalore,01-03-2020 22:35,0,1,0,0,0,12.9715987,77.6726791
Adhishree SunShine bangalore,28-02-2020 00:00,1,0,0,0,0,12.9715987,77.6726791
Aratt Vivera bangalore,06-03-2020 11:40,0,0,1,0,0,12.9715987,77.6726791
Mantri Energia bangalore,05-03-2020 22:00,0,0,0,0,1,12.9715987,77.672857
Prestige Bagamane Temple Bells bangalore,05-03-2020 22:00,0,0,0,0,1,12.9715987,77.672857
Saranya Sreshta bangalore,07-03-2020 21:05,0,0,1,0,0,12.9715987,77.672857
Hebron Avenue bangalore,28-02-2020 03:30,0,0,1,0,0,12.9715987,77.672857
Zonasha Elegance bangalore,04-03-2020 08:30,0,0,1,0,0,12.9715987,77.6729006
DS Max Splendid bangalore,05-03-2020 18:15,0,0,1,0,0,12.9715987,77.6729006
Assetz 63 Degree East bangalore,28-02-2020 14:15,0,0,1,0,0,12.9715987,77.6729006
Richmond Lake View bangalore,05-03-2020 21:00,0,0,1,0,0,12.9715987,77.6729006
Prestige Deja Vu bangalore,06-03-2020 20:45,0,0,0,1,0,12.9715987,77.6734677
VSR Rejoice bangalore,04-03-2020 09:00,0,0,1,0,0,12.9715987,77.6734677
Upscale Golden Lotus bangalore,28-02-2020 00:00,1,0,0,0,0,12.9715987,77.6734677
GM Infinite Daffodils bangalore,03-03-2020 13:00,0,1,0,0,0,12.9715987,77.6734677
Vaishnavi Terraces bangalore,01-03-2020 08:55,1,0,0,0,0,12.9715987,77.6734677
Mantri Serenity bangalore,05-03-2020 13:15,0,0,1,0,0,12.9715987,77.6734677
Hara Vijaya Heights bangalore,07-03-2020 19:05,0,1,0,0,0,12.9715987,77.6734677
Brigade Exotica - Azure Tower bangalore,28-02-2020 19:45,0,0,0,1,0,12.9715987,77.6734677
Peninsula Heights bangalore,05-03-2020 14:55,1,0,0,0,0,12.9715987,77.6735544
The Phoenix Mills Kessaku bangalore,28-02-2020 13:30,0,0,0,1,0,12.9715987,77.6735544
Mittal Elanza bangalore,28-02-2020 03:30,0,0,1,0,0,12.9715987,77.6735544
Prestige Bagamane Temple Bells bangalore,04-03-2020 13:40,0,1,0,0,0,12.9715987,77.6735544
Arvind Oasis bangalore,05-03-2020 06:15,0,1,0,0,0,12.9715987,77.6738289
Melange Smart Neighbourhoods bangalore,01-03-2020 19:50,0,0,0,1,0,12.9715987,77.6738289
Godrej Gold County bangalore,06-03-2020 10:10,0,0,1,0,0,12.9715987,77.6738289
NM Sai Sunshine bangalore,03-03-2020 20:05,0,0,1,0,0,12.9715987,77.6738289
Pride Enchanta Phase I bangalore,01-03-2020 18:25,0,0,1,0,0,12.9715987,77.6742451
SRC blue bells bangalore,05-03-2020 23:00,0,0,1,0,0,12.9715987,77.6742451
Aratt Cityscapes Apartment bangalore,01-03-2020 15:30,0,0,0,1,0,12.9715987,77.6742451
SOBHA Arena - The Park bangalore,01-03-2020 11:45,0,0,1,0,0,12.9715987,77.6742451
The Presidential Tower bangalore,06-03-2020 11:30,0,1,0,0,0,12.9715987,77.674463
MV Vajra Value Plus bangalore,28-02-2020 01:00,0,0,1,0,0,12.9715987,77.674463
Legacy Calista bangalore,06-03-2020 21:15,0,0,1,0,0,12.9715987,77.6750123
Sobha Palladian bangalore,01-03-2020 16:40,1,0,0,0,0,12.9715987,77.6750123
Mahaveer Riviera bangalore,28-02-2020 19:00,1,0,0,0,0,12.9715987,77.6750123
DivyaSree Republic Of Whitefield bangalore,03-03-2020 19:45,1,0,0,0,0,12.9715987,77.6750123
Keya Homes The Green Terraces bangalore,05-03-2020 03:30,0,0,1,0,0,12.9715987,77.6753256
Mahidhara Fortune City bangalore,28-02-2020 22:30,0,0,0,1,0,12.9715987,77.6753256
Arna Meadows bangalore,06-03-2020 10:10,0,0,1,0,0,12.9715987,77.6753256
MBR Gem Park Villa bangalore,28-02-2020 03:30,0,0,1,0,0,12.9715987,77.6756456
CMRS Palm Hills bangalore,06-03-2020 20:45,0,0,0,1,0,12.9715987,77.6756456
KVG Grandeur bangalore,04-03-2020 19:05,0,1,0,0,0,12.9715987,77.6756456
Hatha Coco Nest bangalore,07-03-2020 16:00,0,1,0,0,0,12.9715987,77.6756456
Puravankara Elita Promenade bangalore,07-03-2020 12:20,0,1,0,0,0,12.9715987,77.6758485
BSR Towers bangalore,01-03-2020 22:20,0,0,1,0,0,12.9715987,77.6758485
Janaadhar Shubha Phase II bangalore,03-03-2020 20:40,0,1,0,0,0,12.9715987,77.6758485
Relizant Royale bangalore,01-03-2020 11:45,0,0,1,0,0,12.9715987,77.6758485
Odion Rainbow Retreat bangalore,07-03-2020 19:05,0,1,0,0,0,12.9715987,77.6764512
Keerthi Royal Palms bangalore,05-03-2020 19:05,1,0,0,0,0,12.9715987,77.6764512
Mahindra Lifespace Windchimes Phase II bangalore,06-03-2020 17:30,0,1,0,0,0,12.9715987,77.6764512
Sobha Petunia bangalore,01-03-2020 15:30,0,0,0,1,0,12.9715987,77.6764512
Shapoorji Pallonji ParkWest Mahogany bangalore,06-03-2020 17:25,0,0,1,0,0,12.9715987,77.6765682
SVR Green Woods bangalore,05-03-2020 19:45,1,0,0,0,0,12.9715987,77.6765682
DSMAX STONESCAPE bangalore,28-02-2020 14:15,0,0,1,0,0,12.9715987,77.6765682
Salarpuria Sattva Kings Domain bangalore,28-02-2020 19:00,1,0,0,0,0,12.9715987,77.6765682
Purva Palm Beach bangalore,01-03-2020 18:25,0,0,1,0,0,12.9715987,77.6765682
MBR Shangri La bangalore,07-03-2020 16:00,0,1,0,0,0,12.9715987,77.6765682
Sobha Palladian bangalore,06-03-2020 11:30,0,1,0,0,0,12.9715987,77.6765682
Bluejay Atmosphere bangalore,05-03-2020 12:10,1,0,0,0,0,12.9715987,77.6772502
Prestige Misty Waters phase 1 bangalore,04-03-2020 18:00,1,0,0,0,0,12.9718563,77.6772502
Sobha Palm Court bangalore,01-03-2020 08:55,1,0,0,0,0,12.9718563,77.6772502
Mittal Elanza bangalore,06-03-2020 14:30,0,1,0,0,0,12.9718563,77.6772502
Pruthvi Royal bangalore,05-03-2020 06:15,0,1,0,0,0,12.9719967,77.677491
